Metin,Durum,metin_lower,metin_cleaned,metin_tokenized,metin_nostop,metin_lemmatized,metin_stemmed
evet beğendim ürün temiz sağlam,1,evet beğendim ürün temiz sağlam,evet beğendim ürün temiz sağlam,"['evet', 'beğendim', 'ürün', 'temiz', 'sağlam']","['evet', 'beğendim', 'ürün', 'temiz', 'sağlam']","['evet', 'beğen', 'ürün', 'temiz', 'sağlam']","['evet', 'beğen', 'ürün', 'temiz', 'sağlam']"
ürün anlatıldığı gibi çok kullanışlı beklentinin üzerinde,1,ürün anlatıldığı gibi çok kullanışlı beklentinin üzerinde,ürün anlatıldığı gibi çok kullanışlı beklentinin üzerinde,"['ürün', 'anlatıldığı', 'gibi', 'çok', 'kullanışlı', 'beklentinin', 'üzerinde']","['ürün', 'anlatıldığı', 'kullanışlı', 'beklentinin', 'üzerinde']","['ürün', 'anlatıldık', 'kullanışlı', 'beklenti', 'üzerinde']","['ürün', 'anlatıldık', 'kullanışlı', 'beklenti', 'üzerind']"
ürün on numara sarj olsun güc olsun çok iyi,1,ürün on numara sarj olsun güc olsun çok iyi,ürün on numara sarj olsun güc olsun çok iyi,"['ürün', 'on', 'numara', 'sarj', 'olsun', 'güc', 'olsun', 'çok', 'iyi']","['ürün', 'on', 'numara', 'sarj', 'olsun', 'güc', 'olsun', 'iyi']","['ürün', 'on', 'numara', '', 'ol', '', 'ol', 'iyi']","['ürün', 'on', 'numara', '', 'ol', '', 'ol', 'iyi']"
Tahminimin ustunde cikti. Denedim kullandım gayet iyi. Hiç tereddüt etmeden alabilirsiniz,1,tahminimin ustunde cikti. denedim kullandım gayet iyi. hiç tereddüt etmeden alabilirsiniz,tahminimin ustunde cikti. denedim kullandım gayet iyi. hiç tereddüt etmeden alabilirsiniz,"['tahminimin', 'ustunde', 'cikti', 'denedim', 'kullandım', 'gayet', 'iyi', 'hiç', 'tereddüt', 'etmeden', 'alabilirsiniz']","['tahminimin', 'ustunde', 'cikti', 'denedim', 'kullandım', 'gayet', 'iyi', 'tereddüt', 'etmeden', 'alabilirsiniz']","['tahminî', '', '', 'dene', 'kullan', 'gayet', 'iyi', 'tereddüt', 'etmeden', 'alabil']","['tahminî', '', '', 'dene', 'kullan', 'gayet', 'iyi', 'tereddüt', 'etmeden', 'alabil']"
berberin kullandigi makineydi zaten bilerek aldim beklentinin uzerinde bir ürün,1,berberin kullandigi makineydi zaten bilerek aldim beklentinin uzerinde bir ürün,berberin kullandigi makineydi zaten bilerek aldim beklentinin uzerinde bir ürün,"['berberin', 'kullandigi', 'makineydi', 'zaten', 'bilerek', 'aldim', 'beklentinin', 'uzerinde', 'bir', 'ürün']","['berberin', 'kullandigi', 'makineydi', 'zaten', 'bilerek', 'aldim', 'beklentinin', 'uzerinde', 'bir', 'ürün']","['berber', '', 'makine', 'zaten', 'bilerek', '', 'beklenti', 'Uzer', 'bir', 'ürün']","['berber', '', 'makin', 'zaten', 'bilerek', '', 'beklenti', 'uzer', 'bir', 'ürün']"
Ürün fiyatına göre gayet güzel bir kere kullandım çekme falan yapmıyor,1,ürün fiyatına göre gayet güzel bir kere kullandım çekme falan yapmıyor,ürün fiyatına göre gayet güzel bir kere kullandım çekme falan yapmıyor,"['ürün', 'fiyatına', 'göre', 'gayet', 'güzel', 'bir', 'kere', 'kullandım', 'çekme', 'falan', 'yapmıyor']","['ürün', 'fiyatına', 'göre', 'gayet', 'güzel', 'bir', 'kere', 'kullandım', 'çekme', 'falan', 'yapmıyor']","['ürün', 'fiyat', 'göre', 'gayet', 'güzel', 'bir', 'kere', 'kullan', 'çek', 'falan', 'yap']","['ürün', 'fiyat', 'göre', 'gayet', 'güzel', 'bir', 'kere', 'kullan', 'çek', 'falan', 'yap']"
Ürünü almayı düşünecek herkese öneriyorum. Sağlam ve kullanışlı,1,ürünü almayı düşünecek herkese öneriyorum. sağlam ve kullanışlı,ürünü almayı düşünecek herkese öneriyorum. sağlam ve kullanışlı,"['ürünü', 'almayı', 'düşünecek', 'herkese', 'öneriyorum', 'sağlam', 've', 'kullanışlı']","['ürünü', 'almayı', 'düşünecek', 'herkese', 'öneriyorum', 'sağlam', 'kullanışlı']","['ürün', 'alma', 'düşün', 'herkes', 'öner', 'sağlam', 'kullanışlı']","['ürün', 'alma', 'düşün', 'herk', 'öner', 'sağlam', 'kullanışlı']"
evet begendim ben genellikle koförde traş oluyorum bu makinayı kullanıyordu jilet ile traş olmuş gibi oluyordu artık evimde de var,1,evet begendim ben genellikle koförde traş oluyorum bu makinayı kullanıyordu jilet ile traş olmuş gibi oluyordu artık evimde de var,evet begendim ben genellikle koförde traş oluyorum bu makinayı kullanıyordu jilet ile traş olmuş gibi oluyordu artık evimde de var,"['evet', 'begendim', 'ben', 'genellikle', 'koförde', 'traş', 'oluyorum', 'bu', 'makinayı', 'kullanıyordu', 'jilet', 'ile', 'traş', 'olmuş', 'gibi', 'oluyordu', 'artık', 'evimde', 'de', 'var']","['evet', 'begendim', 'ben', 'genellikle', 'koförde', 'traş', 'oluyorum', 'makinayı', 'kullanıyordu', 'jilet', 'traş', 'olmuş', 'oluyordu', 'artık', 'evimde', 'var']","['evet', '', 'ben', 'genellik', '', '', 'ol', '', 'kullan', 'jilet', '', 'olmuş', 'ol', 'artık', 'ev', 'var']","['evet', '', 'ben', 'genellik', '', '', 'ol', '', 'kullan', 'jilet', '', 'olmuş', 'ol', 'artık', 'ev', 'var']"
Parasına göre ideal,1,parasına göre ideal,parasına göre ideal,"['parasına', 'göre', 'ideal']","['parasına', 'göre', 'ideal']","['para', 'göre', 'ideal']","['para', 'göre', 'ideal']"
Powertec traş makinasını sipariş ettikten bir gün sonra teslim aldım. Hızlı teslimat için teşekkür ederim. Gayet iyi paketlenmişti. Resimde çok kaba ve büyük duruyor fakat ürün gayet zarif ve küçük. Görüntüsü ve rengi çok tatlıydı. Şarj göstergesi mevcut sanırım açtığımda yeşil 5 diş vardı. Şarja koyduğumda kırmızı yandı ve full gözüküyordu. Braun düşünmüştüm fakat yorumları okuyunca bu ürünü almaya karar verdim. Henüz kullanmadım. Bir kere denemek için açtım. Sanırım doğru ürünü aldım..,1,powertec traş makinasını sipariş ettikten bir gün sonra teslim aldım. hızlı teslimat için teşekkür ederim. gayet iyi paketlenmişti. resimde çok kaba ve büyük duruyor fakat ürün gayet zarif ve küçük. görüntüsü ve rengi çok tatlıydı. şarj göstergesi mevcut sanırım açtığımda yeşil 5 diş vardı. şarja koyduğumda kırmızı yandı ve full gözüküyordu. braun düşünmüştüm fakat yorumları okuyunca bu ürünü almaya karar verdim. henüz kullanmadım. bir kere denemek için açtım. sanırım doğru ürünü aldım..,powertec traş makinasını sipariş ettikten bir gün sonra teslim aldım. hızlı teslimat için teşekkür ederim. gayet iyi paketlenmişti. resimde çok kaba ve büyük duruyor fakat ürün gayet zarif ve küçük. görüntüsü ve rengi çok tatlıydı. şarj göstergesi mevcut sanırım açtığımda yeşil 5 diş vardı. şarja koyduğumda kırmızı yandı ve full gözüküyordu. braun düşünmüştüm fakat yorumları okuyunca bu ürünü almaya karar verdim. henüz kullanmadım. bir kere denemek için açtım. sanırım doğru ürünü aldım..,"['powertec', 'traş', 'makinasını', 'sipariş', 'ettikten', 'bir', 'gün', 'sonra', 'teslim', 'aldım', 'hızlı', 'teslimat', 'için', 'teşekkür', 'ederim', 'gayet', 'iyi', 'paketlenmişti', 'resimde', 'çok', 'kaba', 've', 'büyük', 'duruyor', 'fakat', 'ürün', 'gayet', 'zarif', 've', 'küçük', 'görüntüsü', 've', 'rengi', 'çok', 'tatlıydı', 'şarj', 'göstergesi', 'mevcut', 'sanırım', 'açtığımda', 'yeşil', 'diş', 'vardı', 'şarja', 'koyduğumda', 'kırmızı', 'yandı', 've', 'full', 'gözüküyordu', 'braun', 'düşünmüştüm', 'fakat', 'yorumları', 'okuyunca', 'bu', 'ürünü', 'almaya', 'karar', 'verdim', 'henüz', 'kullanmadım', 'bir', 'kere', 'denemek', 'için', 'açtım', 'sanırım', 'doğru', 'ürünü', 'aldım']","['powertec', 'traş', 'makinasını', 'sipariş', 'ettikten', 'bir', 'gün', 'sonra', 'teslim', 'aldım', 'hızlı', 'teslimat', 'teşekkür', 'ederim', 'gayet', 'iyi', 'paketlenmişti', 'resimde', 'kaba', 'büyük', 'duruyor', 'fakat', 'ürün', 'gayet', 'zarif', 'küçük', 'görüntüsü', 'rengi', 'tatlıydı', 'şarj', 'göstergesi', 'mevcut', 'sanırım', 'açtığımda', 'yeşil', 'diş', 'vardı', 'şarja', 'koyduğumda', 'kırmızı', 'yandı', 'full', 'gözüküyordu', 'braun', 'düşünmüştüm', 'fakat', 'yorumları', 'okuyunca', 'ürünü', 'almaya', 'karar', 'verdim', 'henüz', 'kullanmadım', 'bir', 'kere', 'denemek', 'açtım', 'sanırım', 'doğru', 'ürünü', 'aldım']","['', '', '', 'sipariş', 'ettik', 'bir', 'gün', 'sonra', 'teslim', 'al', 'hızlı', 'teslimat', 'teşekkür', 'eder', 'gayet', 'iyi', 'paketlen', 'resim', 'kaba', 'büyük', 'dur', 'fakat', 'ürün', 'gayet', 'zarif', 'küçük', 'görüntü', 'renk', 'tatlı', 'şarj', 'gösterge', 'mevcut', 'san', 'açtık', 'yeşil', 'diş', 'var', 'şarj', 'koyduk', 'kırmızı', 'yan', '', 'gözük', '', 'düşün', 'fakat', 'yorum', 'okuyunca', 'ürün', 'al', 'karar', 'verdi', 'henüz', 'kullan', 'bir', 'kere', 'denemek', 'aç', 'san', 'doğru', 'ürün', 'al']","['', '', '', 'sipariş', 'ettik', 'bir', 'gün', 'sonra', 'teslim', 'al', 'hızlı', 'teslimat', 'teşekkür', 'eder', 'gayet', 'iyi', 'paketlen', 'resim', 'kaba', 'büyük', 'dur', 'fakat', 'ürün', 'gayet', 'zarif', 'küçük', 'görüntü', 'renk', 'tatlı', 'şarj', 'gösterg', 'mevcut', 'san', 'açtık', 'yeşil', 'diş', 'var', 'şarj', 'koyduk', 'kırmızı', 'yan', '', 'gözük', '', 'düşün', 'fakat', 'yorum', 'okuyunca', 'ürün', 'al', 'karar', 'verdi', 'henüz', 'kullan', 'bir', 'kere', 'denemek', 'aç', 'san', 'doğru', 'ürün', 'al']"
sakalda en iyisi saç için taraklar cok ince saç için çok sıfıra yakın kescem dersen saça al ama normal 3 4 5 numaralik saça olmaz sakal ense kesinlikle öneririm,2,sakalda en iyisi saç için taraklar cok ince saç için çok sıfıra yakın kescem dersen saça al ama normal 3 4 5 numaralik saça olmaz sakal ense kesinlikle öneririm,sakalda en iyisi saç için taraklar cok ince saç için çok sıfıra yakın kescem dersen saça al ama normal 3 4 5 numaralik saça olmaz sakal ense kesinlikle öneririm,"['sakalda', 'en', 'iyisi', 'saç', 'için', 'taraklar', 'cok', 'ince', 'saç', 'için', 'çok', 'sıfıra', 'yakın', 'kescem', 'dersen', 'saça', 'al', 'ama', 'normal', 'numaralik', 'saça', 'olmaz', 'sakal', 'ense', 'kesinlikle', 'öneririm']","['sakalda', 'iyisi', 'saç', 'taraklar', 'cok', 'ince', 'saç', 'sıfıra', 'yakın', 'kescem', 'dersen', 'saça', 'al', 'normal', 'numaralik', 'saça', 'olmaz', 'sakal', 'ense', 'kesinlikle', 'öneririm']","['sakal', 'iyi', 'saç', 'tarak', '', 'ince', 'saç', 'sıfır', 'yak', 'kes', 'der', 'saç', 'al', 'normal', '', 'saç', 'olmaz', 'sakal', 'ense', 'kesinlik', 'öner']","['sakal', 'iyi', 'saç', 'tarak', '', 'inc', 'saç', 'sıfır', 'yak', 'ke', 'der', 'saç', 'al', 'normal', '', 'saç', 'olmaz', 'sakal', 'ens', 'kesinlik', 'öner']"
Ürünü kullanmadım henüz ama iyi görünüyor,1,ürünü kullanmadım henüz ama iyi görünüyor,ürünü kullanmadım henüz ama iyi görünüyor,"['ürünü', 'kullanmadım', 'henüz', 'ama', 'iyi', 'görünüyor']","['ürünü', 'kullanmadım', 'henüz', 'iyi', 'görünüyor']","['ürün', 'kullan', 'henüz', 'iyi', 'görün']","['ürün', 'kullan', 'henüz', 'iyi', 'görün']"
Süper çok başarılı bi ürün,1,süper çok başarılı bi ürün,süper çok başarılı bi ürün,"['süper', 'çok', 'başarılı', 'bi', 'ürün']","['süper', 'başarılı', 'bi', 'ürün']","['süper', 'başarılı', '', 'ürün']","['süper', 'başarılı', '', 'ürün']"
ürün evde kullanım için idare eder fazla yüksek bir performans beklemeyin. ağızı bazen ısırır o ayarlanabiliyo bunun için iade etmeyin zaman kaybetmeyin,0,ürün evde kullanım için idare eder fazla yüksek bir performans beklemeyin. ağızı bazen ısırır o ayarlanabiliyo bunun için iade etmeyin zaman kaybetmeyin,ürün evde kullanım için idare eder fazla yüksek bir performans beklemeyin. ağızı bazen ısırır o ayarlanabiliyo bunun için iade etmeyin zaman kaybetmeyin,"['ürün', 'evde', 'kullanım', 'için', 'idare', 'eder', 'fazla', 'yüksek', 'bir', 'performans', 'beklemeyin', 'ağızı', 'bazen', 'ısırır', 'o', 'ayarlanabiliyo', 'bunun', 'için', 'iade', 'etmeyin', 'zaman', 'kaybetmeyin']","['ürün', 'evde', 'kullanım', 'idare', 'eder', 'fazla', 'yüksek', 'bir', 'performans', 'beklemeyin', 'ağızı', 'bazen', 'ısırır', 'ayarlanabiliyo', 'bunun', 'iade', 'etmeyin', 'zaman', 'kaybetmeyin']","['ürün', 'ev', 'kullanım', 'idare', 'eder', 'fazla', 'yüksek', 'bir', 'performans', 'bekle', '', 'bazen', 'ısır', 'ayarlanabil', 'bun', 'iade', 'et', 'zaman', 'kaybet']","['ürün', 'ev', 'kullanım', 'idar', 'eder', 'fazla', 'yüksek', 'bir', 'performan', 'bekl', '', 'bazen', 'ısır', 'ayarlanabil', 'bun', 'iad', 'et', 'zaman', 'kaybet']"
Ürün kaliteli yalnız içinde Çin de üretilmiştir yazısı beni üründen soğuttu????,2,ürün kaliteli yalnız içinde çin de üretilmiştir yazısı beni üründen soğuttu????,ürün kaliteli yalnız içinde çin de üretilmiştir yazısı beni üründen soğuttu????,"['ürün', 'kaliteli', 'yalnız', 'içinde', 'çin', 'de', 'üretilmiştir', 'yazısı', 'beni', 'üründen', 'soğuttu']","['ürün', 'kaliteli', 'yalnız', 'içinde', 'çin', 'üretilmiştir', 'yazısı', 'beni', 'üründen', 'soğuttu']","['ürün', 'kaliteli', 'yalnız', 'içinde', 'Çin', 'üretil', 'yazı', 'ben', 'ürün', 'soğut']","['ürün', 'kalit', 'yalnız', 'içind', 'çin', 'üretil', 'yazı', 'ben', 'ürün', 'soğut']"
makine şarjı çok başarılı ve sessiz.bildik markalara dünya kadar para vermeye gerek yok,1,makine şarjı çok başarılı ve sessiz.bildik markalara dünya kadar para vermeye gerek yok,makine şarjı çok başarılı ve sessiz.bildik markalara dünya kadar para vermeye gerek yok,"['makine', 'şarjı', 'çok', 'başarılı', 've', 'sessizbildik', 'markalara', 'dünya', 'kadar', 'para', 'vermeye', 'gerek', 'yok']","['makine', 'şarjı', 'başarılı', 'sessizbildik', 'markalara', 'dünya', 'kadar', 'para', 'vermeye', 'gerek', 'yok']","['makine', 'şarj', 'başarılı', '', 'marka', 'dünya', 'kadar', 'para', 'ver', 'gerek', 'yok']","['makin', 'şarj', 'başarılı', '', 'marka', 'dünya', 'kadar', 'para', 'ver', 'gerek', 'yok']"
3 adet tarak var 1 2 3 mm. kesme daha fazla olsa.kesimi çok iyi.tavsiye ederim,1,3 adet tarak var 1 2 3 mm. kesme daha fazla olsa.kesimi çok iyi.tavsiye ederim,3 adet tarak var 1 2 3 mm. kesme daha fazla olsa.kesimi çok iyi.tavsiye ederim,"['adet', 'tarak', 'var', 'mm', 'kesme', 'daha', 'fazla', 'olsakesimi', 'çok', 'iyitavsiye', 'ederim']","['adet', 'tarak', 'var', 'mm', 'kesme', 'fazla', 'olsakesimi', 'iyitavsiye', 'ederim']","['adet', 'tarak', 'var', '', 'kes', 'fazla', '', '', 'eder']","['adet', 'tarak', 'var', '', 'ke', 'fazla', '', '', 'eder']"
"Ürün işini yapıyor, memnun kaldım. Tavsiye ederim, fiyat performans olarak süper. 78 ? ??",1,"ürün işini yapıyor, memnun kaldım. tavsiye ederim, fiyat performans olarak süper. 78 ? ??","ürün işini yapıyor, memnun kaldım. tavsiye ederim, fiyat performans olarak süper. 78 ? ??","['ürün', 'işini', 'yapıyor', 'memnun', 'kaldım', 'tavsiye', 'ederim', 'fiyat', 'performans', 'olarak', 'süper']","['ürün', 'işini', 'yapıyor', 'memnun', 'kaldım', 'tavsiye', 'ederim', 'fiyat', 'performans', 'olarak', 'süper']","['ürün', 'iş', 'yap', 'memnun', 'kal', 'tavsiye', 'eder', 'fiyat', 'performans', 'olarak', 'süper']","['ürün', 'iş', 'yap', 'memnun', 'kal', 'tavsiy', 'eder', 'fiyat', 'performan', 'olarak', 'süper']"
Ürün fiyatına göre çok kaliteli.Jilet kullanmaya son diyecek kadar da güzel.Alan pişman olmaz derim.2 ARKADAŞIMA da getirttim. M.Hanifi KESKİN,1,ürün fiyatına göre çok kaliteli.jilet kullanmaya son diyecek kadar da güzel.alan pişman olmaz derim.2 arkadaşima da getirttim. m.hanifi keski̇n,ürün fiyatına göre çok kaliteli.jilet kullanmaya son diyecek kadar da güzel.alan pişman olmaz derim.2 arkadaşima da getirttim. m.hanifi keski̇n,"['ürün', 'fiyatına', 'göre', 'çok', 'kalitelijilet', 'kullanmaya', 'son', 'diyecek', 'kadar', 'da', 'güzelalan', 'pişman', 'olmaz', 'derim', 'arkadaşima', 'da', 'getirttim', 'mhanifi', 'keskin']","['ürün', 'fiyatına', 'göre', 'kalitelijilet', 'kullanmaya', 'son', 'diyecek', 'kadar', 'güzelalan', 'pişman', 'olmaz', 'derim', 'arkadaşima', 'getirttim', 'mhanifi', 'keskin']","['ürün', 'fiyat', 'göre', '', 'kullan', 'son', 'diyecek', 'kadar', '', 'pişman', 'olmaz', 'deri', '', 'getirt', '', 'keskin']","['ürün', 'fiyat', 'göre', '', 'kullan', 'son', 'diyecek', 'kadar', '', 'pişman', 'olmaz', 'deri', '', 'getirt', '', 'keskin']"
Diğer tüm markaları kullanmış biriyim. Cidden çok iyi bir makine. Gözünüz kapalı alın. Teslimatta çok hızlı teşekkürler...,1,diğer tüm markaları kullanmış biriyim. cidden çok iyi bir makine. gözünüz kapalı alın. teslimatta çok hızlı teşekkürler...,diğer tüm markaları kullanmış biriyim. cidden çok iyi bir makine. gözünüz kapalı alın. teslimatta çok hızlı teşekkürler...,"['diğer', 'tüm', 'markaları', 'kullanmış', 'biriyim', 'cidden', 'çok', 'iyi', 'bir', 'makine', 'gözünüz', 'kapalı', 'alın', 'teslimatta', 'çok', 'hızlı', 'teşekkürler']","['diğer', 'markaları', 'kullanmış', 'biriyim', 'cidden', 'iyi', 'bir', 'makine', 'gözünüz', 'kapalı', 'alın', 'teslimatta', 'hızlı', 'teşekkürler']","['diğer', 'marka', 'kullan', 'biri', 'cidden', 'iyi', 'bir', 'makine', 'göz', 'kapalı', 'al', 'teslimat', 'hızlı', 'teşekkür']","['diğer', 'marka', 'kullan', 'biri', 'cidden', 'iyi', 'bir', 'makin', 'göz', 'kapalı', 'al', 'teslimat', 'hızlı', 'teşekkür']"
Ürün fiyatına göre çok harika.,1,ürün fiyatına göre çok harika.,ürün fiyatına göre çok harika.,"['ürün', 'fiyatına', 'göre', 'çok', 'harika']","['ürün', 'fiyatına', 'göre', 'harika']","['ürün', 'fiyat', 'göre', 'harika']","['ürün', 'fiyat', 'göre', 'harika']"
ürün çook iyi inşallah yeni diye degildir,1,ürün çook iyi inşallah yeni diye degildir,ürün çook iyi inşallah yeni diye degildir,"['ürün', 'çook', 'iyi', 'inşallah', 'yeni', 'diye', 'degildir']","['ürün', 'çook', 'iyi', 'inşallah', 'yeni', 'degildir']","['ürün', '', 'iyi', 'inşallah', 'yeni', '']","['ürün', '', 'iyi', 'inşallah', 'yeni', '']"
fiyatına göre çok iyi bir ürün,1,fiyatına göre çok iyi bir ürün,fiyatına göre çok iyi bir ürün,"['fiyatına', 'göre', 'çok', 'iyi', 'bir', 'ürün']","['fiyatına', 'göre', 'iyi', 'bir', 'ürün']","['fiyat', 'göre', 'iyi', 'bir', 'ürün']","['fiyat', 'göre', 'iyi', 'bir', 'ürün']"
Ürün on numara teşekkğrler,1,ürün on numara teşekkğrler,ürün on numara teşekkğrler,"['ürün', 'on', 'numara', 'teşekkğrler']","['ürün', 'on', 'numara', 'teşekkğrler']","['ürün', 'on', 'numara', '']","['ürün', 'on', 'numara', '']"
"Kesmesi sorunlu değil ama saçtan önce sakal ve ense için. Bunu bilin, saç da kesiyor ama ne için aldığınız önemli. Ömrü ne kadar bakacağız.",2,"kesmesi sorunlu değil ama saçtan önce sakal ve ense için. bunu bilin, saç da kesiyor ama ne için aldığınız önemli. ömrü ne kadar bakacağız.","kesmesi sorunlu değil ama saçtan önce sakal ve ense için. bunu bilin, saç da kesiyor ama ne için aldığınız önemli. ömrü ne kadar bakacağız.","['kesmesi', 'sorunlu', 'değil', 'ama', 'saçtan', 'önce', 'sakal', 've', 'ense', 'için', 'bunu', 'bilin', 'saç', 'da', 'kesiyor', 'ama', 'ne', 'için', 'aldığınız', 'önemli', 'ömrü', 'ne', 'kadar', 'bakacağız']","['kesmesi', 'sorunlu', 'değil', 'saçtan', 'önce', 'sakal', 'ense', 'bunu', 'bilin', 'saç', 'kesiyor', 'aldığınız', 'önemli', 'ömrü', 'kadar', 'bakacağız']","['kesme', 'sorunlu', 'değil', 'saçtan', 'ön', 'sakal', 'ense', 'bun', 'bil', 'saç', 'kes', 'aldık', 'önemli', 'ömür', 'kadar', 'bak']","['kesm', 'sorunlu', 'değil', 'saçtan', 'ön', 'sakal', 'ens', 'bun', 'bil', 'saç', 'ke', 'aldık', 'önemli', 'ömür', 'kadar', 'bak']"
Çekinerek aldım ama kullandım kesinlikle ama kesinlikle tavsiye ederim alan dua eder harika bir ürün kullanışlı ergonomik tasarım parasının hakkını fazlasıyla veriyor.,1,çekinerek aldım ama kullandım kesinlikle ama kesinlikle tavsiye ederim alan dua eder harika bir ürün kullanışlı ergonomik tasarım parasının hakkını fazlasıyla veriyor.,çekinerek aldım ama kullandım kesinlikle ama kesinlikle tavsiye ederim alan dua eder harika bir ürün kullanışlı ergonomik tasarım parasının hakkını fazlasıyla veriyor.,"['çekinerek', 'aldım', 'ama', 'kullandım', 'kesinlikle', 'ama', 'kesinlikle', 'tavsiye', 'ederim', 'alan', 'dua', 'eder', 'harika', 'bir', 'ürün', 'kullanışlı', 'ergonomik', 'tasarım', 'parasının', 'hakkını', 'fazlasıyla', 'veriyor']","['çekinerek', 'aldım', 'kullandım', 'kesinlikle', 'kesinlikle', 'tavsiye', 'ederim', 'alan', 'dua', 'eder', 'harika', 'bir', 'ürün', 'kullanışlı', 'ergonomik', 'tasarım', 'parasının', 'hakkını', 'fazlasıyla', 'veriyor']","['çekinerek', 'al', 'kullan', 'kesinlik', 'kesinlik', 'tavsiye', 'eder', 'alan', 'dua', 'eder', 'harika', 'bir', 'ürün', 'kullanışlı', 'ergonomik', 'tasarım', 'para', 'hak', 'fazlasıyla', 'ver']","['çekinerek', 'al', 'kullan', 'kesinlik', 'kesinlik', 'tavsiy', 'eder', 'alan', 'dua', 'eder', 'harika', 'bir', 'ürün', 'kullanışlı', 'ergonomik', 'tasarım', 'para', 'hak', 'fazlasıyla', 'ver']"
